"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"East Asia & Pacific (excluding high income)","EAP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","102.949867685825","107.320454302968","117.692618863053","143.275795251559","154.569247465604","168.667688838013","166.15712112861","187.771768757377","179.206271769058","191.112317858547","214.305589110744","230.890836063042","243.074957721155","252.55401883853","271.906023359416","295.490347633313","288.897991340007","271.382624018492","309.713309987342","339.788290767545","357.770336662959","392.427941901445","438.445051023068","481.360425404684","579.70800754652","705.379510942561","803.940131401266","840.319814309024","787.878904765362","894.598457681723","986.573595479654","1064.9680541531","1278.12048964967","1582.63824188076","1907.73742777797","2285.80305064513","2850.11090127663","3778.83367643719","4892.34351733536","5455.48078664933","6373.05198520061","7528.37523904625","4139.56202509246","4450.17234688055","4799.85395919922","4939.55377562745","5051.79031524214","5487.17189769775","5976.00902405633","6151.30607843307","6079.10168780056","",
"Early-demographic dividend","EAR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","199.182478817912","210.826895634512","225.176720162797","279.000621899745","360.629573291192","386.169274357816","406.78272237449","440.549850978403","478.525958641161","531.753828428629","653.44954565332","731.725915983203","691.567400830876","677.498304795826","656.145934267429","663.827146976758","660.740002102822","642.881136513511","671.320106499644","662.379205494952","757.844388940932","799.743637603941","871.471734206175","957.443617567681","993.577038098236","988.611896437269","1066.4132100528","1138.73118518113","1133.45377413894","1199.95016550215","1280.42178972461","1283.50208370327","1324.41916698519","1552.59581810583","1840.46627811331","2169.73630723017","2574.02067773102","3235.28697117508","3882.69922620963","4033.530353824","4737.64363008197","5300.56885485952","2785.0270831727","2775.60989345726","2849.5656252956","2736.79995821426","2767.73472477748","2943.09913813371","2903.43826529075","2963.23685632692","2716.12456638476","",
"East Asia & Pacific","EAS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","272.299557026746","293.439426378862","353.363222693375","454.894965933697","507.313584831104","546.627974913623","588.169581576798","689.409464543702","864.105784102294","901.796462895226","946.760401309008","1028.10824999987","993.019633684856","1043.7920555337","1096.83785983525","1147.46198221223","1475.59839955069","1687.1093075472","2012.50632042052","2054.36460162591","2102.57765017533","2331.79037774376","2493.82305820041","2752.28555838937","3037.66237984256","3446.55012288067","3283.94247789609","3102.10301396567","2744.27437247695","3075.78132526135","3324.07874329787","3119.05824234841","3265.50398387923","3739.93920685824","4286.5318340817","4687.48014366287","5183.94915770441","6134.35463636525","7327.751366796","7786.24857583449","9020.37402736748","10399.072121738","7335.56546587889","7300.08640012747","7496.73311041241","7393.76843770852","7642.06871326457","8111.45937503355","8644.1040167571","8786.9653724151","8616.57682952949","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1452.52506114005","1403.44900016327","1127.9823854712","1239.84589036064","1371.09202303513","1466.96772785002","1435.37725464921","1252.5425963992","1407.22771675209","1364.77305506225","1572.18295609777","1983.07691294834","2679.0439305312","3389.82706084087","4141.47643116792","5421.22928027288","6605.03322477394","5155.67958337304","6266.05927698428","7690.69605329032","8179.11564544069","8613.04666470303","7921.59757296115","6115.32091649687","5733.97635809079","6330.65334756158","6339.83151144425","6376.88841132804","5987.24609281974","",
"Europe & Central Asia","ECS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1160.1067789597","1295.1242090062","1535.46503379354","1930.26176079855","2144.11167924639","2480.26905708856","2554.4743888477","2858.67007826363","3469.763698187","4195.87261474877","4686.91384626993","4092.87122000003","3899.43899662518","3759.65400246629","3595.32833586824","3698.23930763485","5051.04803918023","6202.71913949027","6885.48124237377","6975.62224273557","8602.15016817729","8863.23131597666","9621.88431703339","8726.84262479571","9138.07930093926","10484.689438968","10760.876653533","10249.974817557","10588.4944141623","10481.3700933229","9817.08761863091","9867.71880155319","10737.8394900408","13032.7677868868","15221.6559225612","16141.4127541805","17389.3581739089","20157.4211861731","21753.1209516558","19047.6216119257","19512.3543299698","21524.5542409176","20615.14710283","21462.6084764296","21644.5700863516","18597.3543540393","18469.4289039037","19488.2242549265","20754.1143729064","20386.0091047469","19395.1995447716","",
"Ecuador","ECU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","434.311605395943","404.967105626466","449.965836503288","515.054030029449","831.805759317834","989.944570824572","1117.17169412479","1334.01718078696","1387.43137523068","1494.07623822692","1838.73735195285","2245.7661026675","1979.92816606567","1601.2347943567","1520.89741315139","1503.40278620355","1351.63042033661","1187.73052316222","1021.56961311152","1026.83481670598","1103.51638575219","1293.86784939875","1362.43201954138","1385.76430511994","1644.36131730561","1707.52072965957","1681.59581392014","1902.69688457232","1892.86359274036","1192.72383805672","1001.48859056095","1448.7411979874","1699.70399738577","1900.56933308341","2003.47298069561","2179.2529191176","2391.99754128543","2589.43518836777","3121.96007908782","3367.30828949403","3641.30203794335","4037.02861836074","4477.80513747521","4842.28112313165","5072.14469159404","4955.58172817678","4845.63931270631","4906.65792253676","4830.73435766598","4720.36486043209","4184.08144618904","",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","221.505273346634","231.50832559161","245.52200709809","259.671967713188","226.980145190917","272.89848516178","295.768448918468","301.267637515473","289.516395689011","286.745616819987","315.407424076573","324.548723558429","433.032615019622","478.083038529726","507.206343110436","559.900798083978","641.472057824971","642.987295509652","550.75687121632","588.077683200252","591.258726944962","550.28727085237","604.941683212648","675.51030169075","746.532445992527","839.830253220452","921.202776683466","1075.01249493988","1173.86247688245","1198.38986523868","1271.94558321872","1254.69223106601","1061.48077631455","968.196814927703","908.428162712939","991.875702495867","1176.47563853788","1429.08046316114","1705.25719365824","2025.02529463656","2258.30341554557","2317.54094212902","2757.39207870567","2792.83945374277","2927.2985553013","3221.46028232086","3183.79380976251","2150.50217958684","2195.6115769874","2613.85625121454","3173.90819194988","",
"Euro area","EMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1969.32721631075","2217.53830998378","2659.93189029826","3426.68958264883","3825.32954315059","4391.15487365023","4561.53898257286","5155.48624607133","6298.32598338907","7582.89985806306","8400.21795733785","7183.59821058656","6898.22192619987","6724.95583982758","6444.3008721367","6617.67029023113","9329.47425734412","11542.178773866","12694.6141819232","12894.083956967","16137.7401589209","16631.2680975626","18247.5154207373","16542.5896067855","17366.4828933254","20095.7059833231","20313.9517679493","18530.1144192617","18970.2031402886","18872.9631903101","17060.6731116601","17202.445287639","18542.660969709","22710.0049846544","26071.0591053189","26814.0420723442","28455.335191949","32454.3377886122","35033.7018247312","31807.8102608196","31126.1655573905","33725.7260860517","31116.1020012297","32415.2416626526","32991.7563598697","28290.5217847389","29069.1365366974","30722.7564296797","33189.3739734207","32417.5909604259","30691.3877146985","",
"Eritrea","ERI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.154746360611","205.279755647673","218.126354499786","257.231271856122","255.649619714358","282.355415218821","266.423886168484","262.649007835848","271.273972816175","253.359553319772","285.047282323685","349.840742493315","338.173804849764","366.66325132984","388.448010038244","397.351166357906","534.629093053668","447.572369361069","452.08899027962","","","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1052.80182652836","1187.16159101275","1503.27404243654","1989.48542235352","2433.18872817618","2813.36431949304","2852.96741263694","3168.85262720889","3811.21358317606","5003.85439294588","5355.92852342679","4549.95309549226","4351.60184754325","3741.00851354511","3764.63943833145","3956.37979499194","5564.39269694581","7085.46751483754","8329.26220974011","9230.50835479478","11974.0691164676","12867.5040244954","13976.8221742424","11567.2104212512","11416.1866811257","13417.5644225601","13910.8061869971","12721.7477904014","13315.5961107222","13613.333539671","12756.4024568806","13214.0650135915","14648.2543572221","18507.7882398982","21394.675141906","22571.1062579555","24100.5543600504","27439.4809644184","29464.1788918709","26788.6341821333","25463.267765562","26121.72763587","23496.4340045781","24345.7508460148","24547.7269557837","21573.9826553792","22566.8746418934","23801.7380891939","25706.3618907865","25204.2878603781","22549.0478210621","",
"Estonia","EST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3405.90629104822","3744.64651703929","4412.94812774133","5885.22820123731","7259.91706726359","8606.59519108339","10335.5335941967","13299.2212906883","14456.7680560022","11652.173261447","11355.8271841379","13733.2110929391","13888.3008642953","15447.6831130875","16446.7553412017","14200.9279257295","15040.3939838424","16676.9901562491","19085.0521605141","19444.4758470217","19406.0981783089","",
"Ethiopia","ETH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","171.712672870462","165.453690995865","195.712524545012","178.822017767609","211.550947396479","203.833149818366","212.858578311486","210.513592169127","213.194466115673","215.29463080667","230.598781180624","164.515931997048","134.007420806343","90.5565436272595","85.8751940868785","97.2937577401736","96.1655007444053","79.2222094024732","89.4114244705501","93.318502436149","91.080584574206","76.5446253454951","65.372897579971","86.4768661990594","111.072820677253","139.637036710972","169.44668517474","235.900722748679","280.756759254176","253.765513955837","257.377618495546","344.128529924548","371.019612952214","433.358672225728","491.097114424626","562.04686057737","612.876366098225","649.854734852768","730.736351065087","807.473093457778","",
"European Union","EUU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1643.36328287577","1846.23627001301","2212.25187376107","2842.89934614682","3167.06598949296","3651.82211936168","3802.1831932832","4273.70506681664","5191.72468014766","6232.38877088075","6894.48108652878","5914.03891743872","5653.89220324186","5489.97776271948","5281.86018739476","5426.76152243086","7620.27350935307","9426.42979620318","10344.7332341894","10512.5105757541","13095.5638481829","13502.0199189508","14788.0324964458","13372.9306544507","14130.3047357636","16444.3364524905","16708.0466975535","15301.3309630714","15722.9889678883","15645.3235343205","14254.330309423","14420.5408131925","15620.5597586361","19140.1637961322","22040.7487681746","22900.3173355379","24437.3785275569","28085.2019807709","30641.5289613235","27572.4057655876","27243.9060633712","29590.4089216758","27413.2821682223","28636.7397839277","29172.1304742085","25090.9737718656","25770.3678286938","27368.0617792318","29614.3929705886","29059.5305447461","27737.0186891873","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","269.134045192227","461.665833326728","434.085550618173","349.45065675827","299.706982071186","301.334561194284","282.116381614392","268.090906620962","293.341802763799","252.612065446089","412.622183365721","440.959828374421","447.28347234885","427.090656028196","443.926797113886","571.419404901362","617.122958244671","742.24311514907","870.028679372291","1089.07579563046","1271.0807058732","1390.7576777848","1747.07063063191","2333.05461589727","3015.81645094316","3778.37391499172","4853.44044576347","6567.41523491658","8732.08017447496","9468.60644675821","10799.8675067384","12041.6403304913","1819.68988342124","1790.64192307867","1918.45120184987","1570.16410999159","1395.74910846915","1369.43352214272","1433.49474845767","1501.73833652857","1329.29717874593","",
"Finland","FIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2137.9382659471","2330.8133085754","2722.18398903195","3559.73246070953","4481.32787159951","5229.82357835396","5605.56146183901","5796.7014299937","6255.6180626395","7740.2727144893","9262.40732623571","8941.73372966964","8947.71068916846","8544.44397993569","8840.99583698892","9306.01447593186","12246.4648321301","15131.415011345","18008.7621887156","19136.3618875382","22320.5735725612","19372.7636455022","16705.6988587051","13111.752674014","15470.6855860259","20713.4592455837","20548.0534670889","20039.553798906","21053.6610279076","21527.5500370344","20014.6477856671","20624.4863153642","22305.1272180622","26951.7787598499","31540.6608657864","32366.9258053989","34312.7239251781","40160.9463159328","44001.9655967865","38716.0506406692","38203.720359954","41701.6809841819","38825.4757921681","40393.6626259521","41087.5230156045","35148.9935908748","35812.4019731032","37725.4768968671","40902.7245819754","39680.4842649041","39930.967170343","",
"Fiji","FJI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1666.89752436598","1674.26485948463","1523.31130168297","1422.03394033818","1467.56928840021","1416.18781347907","1590.49985945714","1424.26459178471","1333.33517769503","1420.08992522792","1557.83550080637","1607.29292165603","1758.29784947681","1854.39796969914","2008.86355532277","2197.49609248054","2378.92168299147","2269.35575021192","1748.4265410899","2031.49688330179","1849.54334774744","1779.03806625442","2047.20719969286","2521.81776741929","3004.16695196267","3319.1091593781","3196.15784622929","3573.37192128536","3709.6797089037","3051.65199218402","3192.54352093936","3670.15615246262","3828.61403478351","4178.59478143535","4598.0885155122","4328.64550235313","4602.21502373895","4807.0567319308","5065.13939037227","4844.06514936148","4029.25336105769","",
"France","FRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2515.50553183147","2789.69481769793","3369.75529268939","4335.83502431526","4608.87664043121","5762.87761172111","5892.65594877082","6446.0210727791","7917.08222206205","9563.50397899671","10819.1381998063","9400.99921562724","8830.03158351541","8357.16622094816","7847.32419291353","8186.43423124114","11467.9611597321","13852.7644152952","15098.7974305008","15012.0299034527","18407.9474527281","18220.8434187637","20186.4987802461","18931.8453230001","19889.6964630052","22874.6464002898","22927.6826581117","20795.5191609697","21483.300082125","21389.5936287971","19224.2971475477","19329.3617633802","20645.4899813877","25190.8269403042","28897.2627514395","29661.5875603417","31090.1795019334","35444.1382495098","38493.2164405056","35065.7389880405","34308.5591243275","37173.1913677575","34374.14550093","35803.7436654988","36132.1869215749","30879.840125676","31128.1812042017","32622.0052535924","34902.1257659802","33993.1079345416","31775.0508059465","",
"Faroe Islands","FRO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1965.33238371142","1973.96963123644","2003.06876830799","1959.17312184358","1785.6978234215","1876.05123560616","1940.26111404949","2064.14971370048","2124.66175235607","2136.8439739505","2160.85760790257","2149.60984393758","2272.57737786781","2323.15371913375","2390.80063575956","2441.35626611556","2692.99123054064","2775.07870496327","2875.84100224267","3045.75813828871","3015.42644587527","3004.35575741782","3250.18827030105","3297.19185228871","3507.05627977499","3417.08096590909","3741.29038493643","3689.76100016519","",
"Gabon","GAB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","342.260616951488","387.607224678992","412.126760448255","760.779176579753","980.560513848999","1584.46299676621","2715.46028261349","2218.06868323613","1541.73373521482","963.616765520861","2966.95051181617","3520.90453138533","3445.33283067079","2909.23097329783","2666.69316385072","2424.11199518321","2555.13780333438","2135.32660999163","2872.65490744286","2577.63766707011","2857.31437725186","3074.44775232249","2821.73966384493","1833.42089342367","1964.52690560056","2107.00759757814","2396.34698601187","2250.8787977556","2289.62421617334","2028.25884986381","1738.90532002452","2123.19794468716","2360.45672237272","2744.80925734841","2692.4451982142","3238.28700873755","3167.51320146782","3670.46615938855","4192.84864784418","4208.61417849802","4423.24766369526","4972.01460974494","4926.62359967011","5204.53257166757","5977.27679303706","4938.1575096653","4692.00879334543","4576.68785342201","4888.46421535667","4594.54159988732","4332.96431549587","",
"United Kingdom","GBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2261.81547071003","2526.1098589792","2865.23934242846","3236.97003446617","3466.12289025778","4090.64877689602","3922.65220104018","4333.24200603159","5507.46003701583","7029.71437509564","8882.30424800729","8376.84937056205","8024.69866936858","7643.85283698065","7202.85493946412","7508.3640629254","9406.96661740653","11513.6689608914","14040.461789787","14047.7610912093","16425.1467302045","17128.4591072057","17905.3977427945","16162.8967736474","17713.4157695542","18959.2966307779","20183.2827748404","22857.8467935757","24774.6765395833","24794.4590467619","24417.3648284059","24120.5664314145","26191.4679852928","29959.3058071747","35207.0971640033","36820.4568630633","38325.7498091108","43148.9517960164","39866.0378165934","32516.3983006689","33505.2061721274","35726.2490394619","35572.8783646963","36224.2719369661","39596.1146769113","37640.3918661186","34246.9965635494","34060.5338036493","36247.1792201377","","","",
"Georgia","GEO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780.703773935711","606.659495159233","653.400638831571","694.255366902876","735.450287355961","865.442428340355","1146.5775817729","1442.67641844176","1774.06814390569","2296.27906422483","2881.68038604643","2433.13595071753","2714.76841942644","3351.57666525309","3765.21169661404","3905.67420221494","4038.27054476861","3333.98116005364","3259.55297175993","3508.57992641639","3864.16494188054","3822.41521267494","3400.74289846445","",
"Ghana","GHA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","235.254863707641","199.357721427921","224.152140315869","257.562289352307","238.234815209295","229.822758022128","258.959373872404","298.576097954112","320.305242289028","338.364879082267","320.488898456657","295.542590847446","288.609546020425","300.024367911451","295.143385475331","362.100896182627","308.441080485339","307.161795611645","302.854882766874","325.858709450593","358.313343012857","334.369427109669","293.293075278473","247.92175333452","286.29266457185","297.437297652158","292.032314296903","310.50556352429","328.932523065011","191.401458074522","204.130915285468","228.831075744123","266.5502603624","315.527289725882","383.045373915729","753.382950854453","882.688018862263","996.866723544795","872.535258554042","1043.19623380735","1160.00996229948","1157.08088495454","1861.87118204128","1502.32437864745","1380.64992380572","1541.67831293275","1581.30786281898","1745.21488617571","1776.25919616036","1762.9484427691","",
"Gibraltar","GIB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","284.93166258691","291.312860876734","334.810757538173","323.6329911082","346.174807730513","383.018288166862","421.379767100574","422.202088363475","422.955750355276","425.331079390412","436.641906207872","424.689356180594","386.47603568708","368.726756712969","307.375495025626","281.926681954625","289.654984459142","294.5243266469","316.724829983075","233.380554657539","380.234223852128","557.250619578849","599.766131254829","549.552560246556","552.777387499892","528.767494790776","579.795479397734","599.844613254913","617.614431748987","619.483951149465","574.948924192103","685.642347604925","765.166471031936","857.394807053282","919.834868320461","",
"Gambia, The","GMB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","314.318354434352","276.771987025173","263.821114832232","237.932699036558","209.456405507601","289.498022601486","233.207481346561","258.961674394202","265.272943762594","245.076892328897","252.094244946866","577.633475743726","574.222658242139","585.562104743223","558.754691702484","567.174415214912","593.080781485296","535.517050083214","540.575903544395","509.115054364593","471.576403877035","396.597233965899","311.052844089747","247.59901374209","517.13169985914","535.9045697314","525.937450516638","618.350747570199","723.973650437344","644.150327792644","661.945495173709","555.693231364257","529.128303114928","501.805767456261","439.073001135849","474.240840708389","489.034187723986","486.471837029676","564.88948691544","591.217943038622","596.690313589312","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","78.6532498036276","141.344714816252","135.611708756889","148.034477940574","120.290011700083","145.844297453572","101.203499042049","136.509797262135","119.501074973796","161.357626795222","180.566307618955","182.15137109758","148.674037318457","161.775544099649","153.046152980508","142.352022776324","154.118298397152","158.14499715233","99.3613843717623","131.930716410125","245.732765617391","255.153389481748","266.331009347493","277.25460279265","318.616329600789","346.411823357481","343.935968965913","379.229850978892","457.311173403661","419.901342390425","437.277478108213","572.682207759969","475.270423762026","475.774741712316","490.890924485637","466.265678183429","521.982861637514","588.027433257519","663.179505565799","654.895552488733","629.065679944797","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","142.345071239662","65.3065249460983","57.2761086011003","83.329962233297","101.499390747812","117.57968964773","133.353161312001","164.019377142753","177.489570173151","138.444803502041","207.942736910408","218.242050253671","264.941232233846","246.197342624995","111.229633123843","120.663994057588","179.798344073014","306.826803166691","235.632842491262","267.461947693656","","","-250.915873314823","-142.793035956136","","-487.907707127295","3381.79769380008","4365.41452574341","5129.87910631372","4752.71992005226","2567.71650205587","3797.9006161962","4585.95934215873","5595.44115078613","6176.75022031181","5463.91973129666","4834.67071983515","4138.64254426279","4181.16284151002","3477.18480038821","3185.35123326336","",
"Greece","GRC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20752.4943373004","23858.5006271907","26205.4672927694","24353.9737086924","21598.1148316556","20252.3228711941","18107.7230253551","17856.4735325203","18003.3570155667","14989.534587889","14884.96953082","15481.6336219798","16528.6453349622","16117.0245211947","14746.89726403","",
"Grenada","GRD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","322.923276828618","333.696789120576","400.446123609832","482.124685117528","541.007716169444","638.75771274021","789.063271178747","853.104099578187","945.751424504604","1044.50487682331","1112.1189571311","1091.88674449492","1101.6289931706","1114.23111468875","1119.09715254906","801.611761545856","768.081785348504","829.409930575879","868.953479987213","763.857696835897","931.394346493326","1003.03277799635","1070.41240191248","1186.54783521271","1304.58629157834","1352.38478108734","1495.1296591642","1595.11651728669","1459.63099184711","1490.97121157201","1395.77216651722","1490.83952787722","1529.56013909896","1621.18158905444","1791.74210776217","1925.32843726752","2113.22728167517","2388.76816058811","2248.54091265904","2396.26578058831","2698.75422777858","2848.06962441065","2979.92931525239","3189.53300062536","3416.10899019291","3534.31233490168","3762.56774082702","3811.7202291559","3973.13278117006","3944.63675619648","",
"Guam","GUM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","572.451813939061","511.2992398949","341.376436961839","406.69976237334","376.539730165876","411.323933497655","448.821173998982","262.327200043303","345.571318379891","267.844808277035","301.490906840521","193.693022081273","256.346547403406","369.559538600872","427.463051590732","464.469892210409","628.810950563945","663.214485965896","718.911934283038","681.627796541439","764.8134905011","767.036228908517","765.854490332161","777.301507632102","816.909983010096","877.832517596856","2780.25283552292","3266.00819583189","3623.38731814439","3763.45092668626","3918.97842360194","4127.50040224513","4571.16078094966","4758.44911172543","4799.76315579188","5061.02812883991","4906.89856785975","5312.0541576692","5580.18092263613","6148.63785889943","3835.69446157249","",
"High income","HIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2415.46721113045","2644.24893676744","3039.53892879989","3635.1587586269","3974.94667894856","4392.24508827614","4745.41453114167","5310.75833483451","6340.53096532099","7103.46373803685","7789.28559374962","7849.3767084933","7796.29785088276","7943.72827794717","8281.06399007165","8645.61317666925","10452.7301779374","12019.8835813939","13534.5379446596","13935.3009664782","15452.204590635","16176.7672703977","17261.9049253334","17145.5917266375","18260.7981852832","20142.5046966423","20239.5548560713","19852.4317403587","19937.7752702404","20729.7360748106","20977.4833867442","20644.4373323854","21445.0911108273","23798.5874575153","26419.6287550353","27781.9399852369","29245.6247404019","31551.7857206594","32733.62162948","30411.0801283046","32020.5926231565","34439.6740786905","34396.9720084911","34645.5895512555","35256.1240878222","33206.2318854041","33574.7041677029","35015.9011266181","36860.3860296577","37069.3810447756","35489.4967748202","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5397.87876992356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","233.620728166183","247.458278714633","265.781693229118","292.948096670911","310.821970460972","362.333885446512","428.892053715896","789.739573904992","866.917265195655","932.230714731964","928.571692220404","906.500774041705","968.910283521604","1038.54181508709","1095.26210960703","1144.14763721949","1211.08233906871","1109.25261646137","988.224386337164","841.321073871986","769.820071964938","795.85453975526","800.457361834905","730.405954691763","812.750371780747","775.003259677668","839.93526643051","915.052958770369","904.15404383834","976.346526204995","1009.63993606552","1006.74429200087","1023.59546561562","1065.63917136359","1149.218485847","1249.23126496946","1411.27896195438","1561.21667143844","1618.25003251223","1650.74294854431","1845.37306604313","1863.27669126501","1825.30615362304","1892.67494597502","2009.23876735671","2028.95242845435","2152.92878917588","2166.35725411037","2238.8408099022","2125.2734080945","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","291.990258466166","280.681530002406","273.290283085105","272.021467334368","277.482712418182","311.771798073595","332.308149647163","329.231705308018","300.127919308541","311.488575173638","311.435597739126","291.054636318434","285.149097513796","225.075297495424","252.027655174112","269.243225016064","272.409389642304","286.821086439522","289.93132936562","302.570391474912","278.980754022084","288.245149607028","309.823091264322","346.469274561291","380.756640024017","431.641302616776","492.937918252896","580.742121069301","593.738413851335","614.22780544665","660.228030251358","671.896504379638","744.645309345661","776.133768331315","754.141711149657","744.783978449486","775.613102611993","816.903771007994","829.84079362577","791.793138305923","",
"Croatia","HRV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4058.41520509607","4430.45210580332","4471.96422428621","4788.03036537967","4314.58869471393","3988.09212089962","4307.33535489699","5116.01808759943","6462.33361117572","7845.095943874","8763.04625482437","9614.58392047243","11493.6208548201","13256.1277396017","11579.0718206737","11146.7381473367","11745.9565455674","10694.6408226906","11304.8674374467","11237.760384901","9972.39511619077","10207.5796729023","11310.3768646666","12674.1658131195","12779.0324489029","12132.8761166891","",
